latitude,longitude
39.53104,-118.35103
36.53824,-84.71573
16.144054,69.98334
52.039307,-0.33203888
-37.596992,162.68475
41.049885,-74.56293
35.985737,-98.41142
64.88408,-154.37405
-18.852001,-54.809128
21.979956,-158.48837
